state,as_of_date,enumerated,type,finished
Virginia,2020-09-14,93.1,observation,2020-10-06
Washington,2020-09-14,97.7,observation,2020-09-24
West Virginia,2020-09-14,99.4,observation,2020-09-12
Wisconsin,2020-09-14,97,observation,2020-09-25
Wyoming,2020-09-14,90,observation,2020-10-11
Puerto Rico,2020-09-14,93.9,observation,2020-09-30
U.S. Total,2020-09-15,93,observation,2020-10-07
Alabama,2020-09-15,85,observation,2020-10-19
Alaska,2020-09-15,95,observation,2020-10-03
Arizona,2020-09-15,87.9,observation,2020-10-14
Arkansas,2020-09-15,96.4,observation,2020-09-27
California,2020-09-15,95.4,observation,2020-10-02
Colorado,2020-09-15,92.9,observation,2020-10-08
Connecticut,2020-09-15,97.2,observation,2020-09-27
Delaware,2020-09-15,91.4,observation,2020-10-10
District of Columbia,2020-09-15,91.4,observation,2020-10-10
Florida,2020-09-15,89,observation,2020-10-13
Georgia,2020-09-15,86.6,observation,2020-10-16
Hawaii,2020-09-15,98.6,observation,2020-09-17
Idaho,2020-09-15,99.6,observation,2020-09-11
Illinois,2020-09-15,95.5,observation,2020-10-02
Indiana,2020-09-15,97.5,observation,2020-09-24
Iowa,2020-09-15,90.8,observation,2020-10-10
Kansas,2020-09-15,97.6,observation,2020-09-25
Kentucky,2020-09-15,90.7,observation,2020-10-11
Louisiana,2020-09-15,86.2,observation,2020-10-17
Maine,2020-09-15,97.6,observation,2020-09-23
Maryland,2020-09-15,94.8,observation,2020-10-04
Massachusetts,2020-09-15,95.1,observation,2020-10-03
Michigan,2020-09-15,93.3,observation,2020-10-06
Minnesota,2020-09-15,96.5,observation,2020-09-28
Mississippi,2020-09-15,86.2,observation,2020-10-17
Missouri,2020-09-15,95.6,observation,2020-10-02
Montana,2020-09-15,86.1,observation,2020-10-17
Nebraska,2020-09-15,94.2,observation,2020-10-04
Nevada,2020-09-15,92.9,observation,2020-10-07
New Hampshire,2020-09-15,95,observation,2020-10-02
New Jersey,2020-09-15,93.4,observation,2020-10-06
New Mexico,2020-09-15,87.8,observation,2020-10-15
New York,2020-09-15,93.4,observation,2020-10-06
North Carolina,2020-09-15,88.5,observation,2020-10-14
North Dakota,2020-09-15,94.2,observation,2020-10-04
Ohio,2020-09-15,95,observation,2020-10-03
Oklahoma,2020-09-15,90.8,observation,2020-10-11
Oregon,2020-09-15,96.6,observation,2020-09-30
Pennsylvania,2020-09-15,94.6,observation,2020-10-04
Rhode Island,2020-09-15,94.4,observation,2020-10-04
South Carolina,2020-09-15,86.9,observation,2020-10-17
South Dakota,2020-09-15,91.8,observation,2020-10-10
Tennessee,2020-09-15,94,observation,2020-10-05
Texas,2020-09-15,92.4,observation,2020-10-07
Utah,2020-09-15,95.2,observation,2020-10-01
Vermont,2020-09-15,96.7,observation,2020-09-26
Virginia,2020-09-15,93.6,observation,2020-10-06
Washington,2020-09-15,97.8,observation,2020-09-24
West Virginia,2020-09-15,99.5,observation,2020-09-12
Wisconsin,2020-09-15,97.3,observation,2020-09-25
Wyoming,2020-09-15,90.6,observation,2020-10-11
Puerto Rico,2020-09-15,94.9,observation,2020-09-30
U.S. Total,2020-09-16,93.6,observation,2020-10-07
Alabama,2020-09-16,85.6,observation,2020-10-19
Alaska,2020-09-16,95.4,observation,2020-10-03
Arizona,2020-09-16,88.9,observation,2020-10-14
Arkansas,2020-09-16,96.9,observation,2020-09-27
California,2020-09-16,95.8,observation,2020-10-02
Colorado,2020-09-16,93.4,observation,2020-10-08
Connecticut,2020-09-16,97.5,observation,2020-09-27
Delaware,2020-09-16,92.1,observation,2020-10-10
District of Columbia,2020-09-16,92.1,observation,2020-10-10
Florida,2020-09-16,89.8,observation,2020-10-13
Georgia,2020-09-16,87.4,observation,2020-10-16
Hawaii,2020-09-16,98.9,observation,2020-09-17
Idaho,2020-09-16,99.7,observation,2020-09-11
Illinois,2020-09-16,95.8,observation,2020-10-02
Indiana,2020-09-16,97.8,observation,2020-09-24
Iowa,2020-09-16,91.5,observation,2020-10-10
Kansas,2020-09-16,97.8,observation,2020-09-25
Kentucky,2020-09-16,91.3,observation,2020-10-11
Louisiana,2020-09-16,86.9,observation,2020-10-17
Maine,2020-09-16,98,observation,2020-09-23
Maryland,2020-09-16,95.2,observation,2020-10-04
Massachusetts,2020-09-16,95.5,observation,2020-10-03
Michigan,2020-09-16,93.9,observation,2020-10-06
Minnesota,2020-09-16,96.8,observation,2020-09-28
Mississippi,2020-09-16,87.1,observation,2020-10-17
Missouri,2020-09-16,96,observation,2020-10-02
Montana,2020-09-16,86.9,observation,2020-10-17
Nebraska,2020-09-16,94.7,observation,2020-10-04
Nevada,2020-09-16,93.4,observation,2020-10-07
New Hampshire,2020-09-16,95.5,observation,2020-10-02
New Jersey,2020-09-16,94,observation,2020-10-06
New Mexico,2020-09-16,88.6,observation,2020-10-15
New York,2020-09-16,94,observation,2020-10-06
North Carolina,2020-09-16,89.3,observation,2020-10-14
North Dakota,2020-09-16,94.8,observation,2020-10-04
Ohio,2020-09-16,95.5,observation,2020-10-03
Oklahoma,2020-09-16,91.5,observation,2020-10-11
Oregon,2020-09-16,96.7,observation,2020-09-30
Pennsylvania,2020-09-16,95.1,observation,2020-10-04
Rhode Island,2020-09-16,95,observation,2020-10-04
South Carolina,2020-09-16,87.7,observation,2020-10-17
South Dakota,2020-09-16,92.4,observation,2020-10-10
Tennessee,2020-09-16,94.5,observation,2020-10-05
Texas,2020-09-16,93.2,observation,2020-10-07
Utah,2020-09-16,95.7,observation,2020-10-01
Vermont,2020-09-16,97.2,observation,2020-09-26
Virginia,2020-09-16,94.1,observation,2020-10-06
Washington,2020-09-16,98,observation,2020-09-24
West Virginia,2020-09-16,99.6,observation,2020-09-12
Wisconsin,2020-09-16,97.6,observation,2020-09-25
Wyoming,2020-09-16,91.3,observation,2020-10-11
Puerto Rico,2020-09-16,95.8,observation,2020-09-30
U.S. Total,2020-09-17,94.1,observation,2020-10-07
Alabama,2020-09-17,86.3,observation,2020-10-19
Alaska,2020-09-17,95.9,observation,2020-10-03
Arizona,2020-09-17,89.9,observation,2020-10-14
Arkansas,2020-09-17,97.3,observation,2020-09-27
California,2020-09-17,96.1,observation,2020-10-02
Colorado,2020-09-17,93.9,observation,2020-10-08
Connecticut,2020-09-17,97.7,observation,2020-09-27
Delaware,2020-09-17,92.6,observation,2020-10-10
District of Columbia,2020-09-17,92.7,observation,2020-10-10
Florida,2020-09-17,90.6,observation,2020-10-13
Georgia,2020-09-17,88.2,observation,2020-10-16
Hawaii,2020-09-17,99,observation,2020-09-17
Idaho,2020-09-17,99.8,observation,2020-09-11
Illinois,2020-09-17,96.2,observation,2020-10-02
Indiana,2020-09-17,98.1,observation,2020-09-24
Iowa,2020-09-17,92.2,observation,2020-10-10
Kansas,2020-09-17,98,observation,2020-09-25
Kentucky,2020-09-17,91.9,observation,2020-10-11
Louisiana,2020-09-17,87.7,observation,2020-10-17
Maine,2020-09-17,98.3,observation,2020-09-23
Maryland,2020-09-17,95.6,observation,2020-10-04
Massachusetts,2020-09-17,95.9,observation,2020-10-03
Michigan,2020-09-17,94.4,observation,2020-10-06
Minnesota,2020-09-17,97.2,observation,2020-09-28
Mississippi,2020-09-17,88,observation,2020-10-17
Missouri,2020-09-17,96.4,observation,2020-10-02
Montana,2020-09-17,87.6,observation,2020-10-17
Nebraska,2020-09-17,95.3,observation,2020-10-04
Nevada,2020-09-17,94,observation,2020-10-07
New Hampshire,2020-09-17,96,observation,2020-10-02
New Jersey,2020-09-17,94.6,observation,2020-10-06
New Mexico,2020-09-17,89.4,observation,2020-10-15
New York,2020-09-17,94.6,observation,2020-10-06
North Carolina,2020-09-17,89.9,observation,2020-10-14
North Dakota,2020-09-17,95.4,observation,2020-10-04
Ohio,2020-09-17,95.9,observation,2020-10-03
Oklahoma,2020-09-17,92.1,observation,2020-10-11
Oregon,2020-09-17,96.9,observation,2020-09-30
Pennsylvania,2020-09-17,95.5,observation,2020-10-04
Rhode Island,2020-09-17,95.5,observation,2020-10-04
South Carolina,2020-09-17,88.2,observation,2020-10-17
South Dakota,2020-09-17,93,observation,2020-10-10
Tennessee,2020-09-17,95,observation,2020-10-05
Texas,2020-09-17,93.9,observation,2020-10-07
Utah,2020-09-17,96.2,observation,2020-10-01
Vermont,2020-09-17,97.6,observation,2020-09-26
Virginia,2020-09-17,94.5,observation,2020-10-06
Washington,2020-09-17,98.2,observation,2020-09-24
West Virginia,2020-09-17,99.7,observation,2020-09-12
Wisconsin,2020-09-17,97.9,observation,2020-09-25
Wyoming,2020-09-17,92,observation,2020-10-11
Puerto Rico,2020-09-17,96.5,observation,2020-09-30
U.S. Total,2020-09-18,94.6,observation,2020-10-07
Alabama,2020-09-18,87,observation,2020-10-19
Alaska,2020-09-18,96.3,observation,2020-10-03
Arizona,2020-09-18,90.7,observation,2020-10-14
Arkansas,2020-09-18,97.7,observation,2020-09-27
California,2020-09-18,96.5,observation,2020-10-02
Colorado,2020-09-18,94.3,observation,2020-10-08
Connecticut,2020-09-18,97.9,observation,2020-09-27
Delaware,2020-09-18,93.2,observation,2020-10-10
District of Columbia,2020-09-18,93.2,observation,2020-10-10
Florida,2020-09-18,91.3,observation,2020-10-13
Georgia,2020-09-18,89.1,observation,2020-10-16
Hawaii,2020-09-18,99.2,observation,2020-09-17
Idaho,2020-09-18,99.8,observation,2020-09-11
Illinois,2020-09-18,96.5,observation,2020-10-02
Indiana,2020-09-18,98.3,observation,2020-09-24
Iowa,2020-09-18,92.9,observation,2020-10-10
Kansas,2020-09-18,98.2,observation,2020-09-25
Kentucky,2020-09-18,92.4,observation,2020-10-11
Louisiana,2020-09-18,88.4,observation,2020-10-17
Maine,2020-09-18,98.5,observation,2020-09-23
Maryland,2020-09-18,96,observation,2020-10-04
Massachusetts,2020-09-18,96.2,observation,2020-10-03
Michigan,2020-09-18,95,observation,2020-10-06
Minnesota,2020-09-18,97.5,observation,2020-09-28
Mississippi,2020-09-18,88.8,observation,2020-10-17
Missouri,2020-09-18,96.7,observation,2020-10-02
Montana,2020-09-18,88.3,observation,2020-10-17
Nebraska,2020-09-18,95.8,observation,2020-10-04
Nevada,2020-09-18,94.5,observation,2020-10-07
New Hampshire,2020-09-18,96.5,observation,2020-10-02
New Jersey,2020-09-18,95.2,observation,2020-10-06
New Mexico,2020-09-18,90.2,observation,2020-10-15
New York,2020-09-18,95.1,observation,2020-10-06
North Carolina,2020-09-18,90.6,observation,2020-10-14
North Dakota,2020-09-18,96,observation,2020-10-04
Ohio,2020-09-18,96.3,observation,2020-10-03
Oklahoma,2020-09-18,92.8,observation,2020-10-11
Oregon,2020-09-18,97.1,observation,2020-09-30
Pennsylvania,2020-09-18,95.9,observation,2020-10-04
Rhode Island,2020-09-18,95.9,observation,2020-10-04
South Carolina,2020-09-18,88.9,observation,2020-10-17
South Dakota,2020-09-18,93.4,observation,2020-10-10
Tennessee,2020-09-18,95.5,observation,2020-10-05
Texas,2020-09-18,94.6,observation,2020-10-07
Utah,2020-09-18,96.7,observation,2020-10-01
Vermont,2020-09-18,98,observation,2020-09-26
Virginia,2020-09-18,94.9,observation,2020-10-06
Washington,2020-09-18,98.3,observation,2020-09-24
West Virginia,2020-09-18,99.8,observation,2020-09-12
Wisconsin,2020-09-18,98.1,observation,2020-09-25
Wyoming,2020-09-18,92.6,observation,2020-10-11
Puerto Rico,2020-09-18,97.2,observation,2020-09-30
U.S. Total,2020-09-19,95.0431088423307,forecast,2020-10-07
Alabama,2020-09-19,87.79602930380989,forecast,2020-10-19
Alaska,2020-09-19,96.61974558878079,forecast,2020-10-03
Arizona,2020-09-19,91.36944645052127,forecast,2020-10-14
Arkansas,2020-09-19,97.91498332427729,forecast,2020-09-27
California,2020-09-19,96.80519890223884,forecast,2020-10-02
Colorado,2020-09-19,94.755901986596,forecast,2020-10-08
Connecticut,2020-09-19,98.08394918834846,forecast,2020-09-27
Delaware,2020-09-19,93.73423066069276,forecast,2020-10-10
District of Columbia,2020-09-19,93.72850815311273,forecast,2020-10-10
Florida,2020-09-19,91.93792878436484,forecast,2020-10-13
Georgia,2020-09-19,89.83624277162426,forecast,2020-10-16
Hawaii,2020-09-19,99.28075117182462,forecast,2020-09-17
Idaho,2020-09-19,99.81618533571225,forecast,2020-09-11
Illinois,2020-09-19,96.79786900375878,forecast,2020-10-02
Indiana,2020-09-19,98.45252933567959,forecast,2020-09-24
Iowa,2020-09-19,93.45660888607313,forecast,2020-10-10
Kansas,2020-09-19,98.36041710542011,forecast,2020-09-25
Kentucky,2020-09-19,92.97285379082886,forecast,2020-10-11
Louisiana,2020-09-19,89.15341209526731,forecast,2020-10-17
Maine,2020-09-19,98.63669410763842,forecast,2020-09-23
Maryland,2020-09-19,96.34127265434851,forecast,2020-10-04
Massachusetts,2020-09-19,96.5197455887808,forecast,2020-10-03
Michigan,2020-09-19,95.42356037749406,forecast,2020-10-06
Minnesota,2020-09-19,97.72267459079688,forecast,2020-09-28
Mississippi,2020-09-19,89.54323952952784,forecast,2020-10-17
Missouri,2020-09-19,96.9830996676312,forecast,2020-10-02
Montana,2020-09-19,89.0567182980066,forecast,2020-10-17
Nebraska,2020-09-19,96.16243282636789,forecast,2020-10-04
Nevada,2020-09-19,94.94952955814658,forecast,2020-10-07
New Hampshire,2020-09-19,96.81249132953697,forecast,2020-10-02
New Jersey,2020-09-19,95.61029319502273,forecast,2020-10-06
New Mexico,2020-09-19,90.89049473330151,forecast,2020-10-15
New York,2020-09-19,95.51029319502273,forecast,2020-10-06
North Carolina,2020-09-19,91.26944645052126,forecast,2020-10-14
North Dakota,2020-09-19,96.35542121396271,forecast,2020-10-04
Ohio,2020-09-19,96.61974558878079,forecast,2020-10-03
Oklahoma,2020-09-19,93.36207520993946,forecast,2020-10-11
Oregon,2020-09-19,97.3455726636733,forecast,2020-09-30
Pennsylvania,2020-09-19,96.24836762689522,forecast,2020-10-04
Rhode Island,2020-09-19,96.24836762689522,forecast,2020-10-04
South Carolina,2020-09-19,89.63624277162427,forecast,2020-10-17
South Dakota,2020-09-19,93.91103499634121,forecast,2020-10-10
Tennessee,2020-09-19,95.88321019915277,forecast,2020-10-05
Texas,2020-09-19,95.055901986596,forecast,2020-10-07
Utah,2020-09-19,96.99786900375878,forecast,2020-10-01
Vermont,2020-09-19,98.19174624864861,forecast,2020-09-26
Virginia,2020-09-19,95.31695000991839,forecast,2020-10-06
Washington,2020-09-19,98.44462133611387,forecast,2020-09-24
West Virginia,2020-09-19,99.82427525449403,forecast,2020-09-12
Wisconsin,2020-09-19,98.26828365501845,forecast,2020-09-25
Wyoming,2020-09-19,93.16749017996375,forecast,2020-10-11
Puerto Rico,2020-09-19,97.47566171001738,forecast,2020-09-30
U.S. Total,2020-09-20,95.45340203735343,forecast,2020-10-07
Alabama,2020-09-20,88.57172044180516,forecast,2020-10-19
Alaska,2020-09-20,96.91024793716663,forecast,2020-10-03
Arizona,2020-09-20,92.00267381401622,forecast,2020-10-14
Arkansas,2020-09-20,98.09893251262574,forecast,2020-09-27
California,2020-09-20,97.08086061225622,forecast,2020-10-02
Colorado,2020-09-20,95.18602587977664,forecast,2020-10-08
Connecticut,2020-09-20,98.25223284336691,forecast,2020-09-27
Delaware,2020-09-20,94.23336349053062,forecast,2020-10-10
District of Columbia,2020-09-20,94.22764098295059,forecast,2020-10-10
Florida,2020-09-20,92.54188712117026,forecast,2020-10-13
Georgia,2020-09-20,90.5387953331923,forecast,2020-10-16
Hawaii,2020-09-20,99.34540467558442,forecast,2020-09-17
Idaho,2020-09-20,99.8323706714245,forecast,2020-09-11
Illinois,2020-09-20,97.07353071377615,forecast,2020-10-02
Indiana,2020-09-20,98.589223443318,forecast,2020-09-24
Iowa,2020-09-20,93.97351908910088,forecast,2020-10-10
Kansas,2020-09-20,98.50503844153398,forecast,2020-09-25
Kentucky,2020-09-20,93.51837606013358,forecast,2020-10-11
Louisiana,2020-09-20,89.88248294334247,forecast,2020-10-17
Maine,2020-09-20,98.75748012532299,forecast,2020-09-23
Maryland,2020-09-20,96.65376398388548,forecast,2020-10-04
Massachusetts,2020-09-20,96.81761459253957,forecast,2020-10-03
Michigan,2020-09-20,95.80677057664683,forecast,2020-10-06
Minnesota,2020-09-20,97.92219283362743,forecast,2020-09-28
Mississippi,2020-09-20,90.25743064206569,forecast,2020-10-17
Missouri,2020-09-20,97.24378270961411,forecast,2020-10-02
Montana,2020-09-20,89.7893971684549,forecast,2020-10-17
Nebraska,2020-09-20,96.48939382706094,forecast,2020-10-04
Nevada,2020-09-20,95.36647956806496,forecast,2020-10-07
New Hampshire,2020-09-20,97.08815303955434,forecast,2020-10-02
New Jersey,2020-09-20,95.97969508828243,forecast,2020-10-06
New Mexico,2020-09-20,91.5467300259513,forecast,2020-10-15
New York,2020-09-20,95.88662105720994,forecast,2020-10-06
North Carolina,2020-09-20,91.9073752348861,forecast,2020-10-14
North Dakota,2020-09-20,96.66791254349968,forecast,2020-10-04
Ohio,2020-09-20,96.91024793716663,forecast,2020-10-03
Oklahoma,2020-09-20,93.88480984051178,forecast,2020-10-11
Oregon,2020-09-20,97.57590981415879,forecast,2020-09-30
Pennsylvania,2020-09-20,96.56811321567601,forecast,2020-10-04
Rhode Island,2020-09-20,96.56811321567601,forecast,2020-10-04
South Carolina,2020-09-20,90.34660046924031,forecast,2020-10-17
South Dakota,2020-09-20,94.3980644606258,forecast,2020-10-10
Tennessee,2020-09-20,96.23157782604798,forecast,2020-10-05
Texas,2020-09-20,95.46619518161873,forecast,2020-10-07
Utah,2020-09-20,97.2585520457417,forecast,2020-10-01
Vermont,2020-09-20,98.35216335406872,forecast,2020-09-26
Virginia,2020-09-20,95.7069983985683,forecast,2020-10-06
Washington,2020-09-20,98.58131544375229,forecast,2020-09-24
West Virginia,2020-09-20,99.84046059020628,forecast,2020-09-12
Wisconsin,2020-09-20,98.42081299069804,forecast,2020-09-25
Wyoming,2020-09-20,93.7017208406565,forecast,2020-10-11
Puerto Rico,2020-09-20,97.69833630081426,forecast,2020-09-30
U.S. Total,2020-09-21,95.83365072459425,forecast,2020-10-07
Alabama,2020-09-21,89.32191799549943,forecast,2020-10-19
Alaska,2020-09-21,97.17695768236848,forecast,2020-10-03
Arizona,2020-09-21,92.60312628356331,forecast,2020-10-14
Arkansas,2020-09-21,98.26603888714646,forecast,2020-09-27
California,2020-09-21,97.33361168639152,forecast,2020-10-02
Colorado,2020-09-21,95.58584932298406,forecast,2020-10-08
Connecticut,2020-09-21,98.40602961898692,forecast,2020-09-27
Delaware,2020-09-21,94.69972180685185,forecast,2020-10-10
District of Columbia,2020-09-21,94.69435786021604,forecast,2020-10-10
Florida,2020-09-21,93.11271260506152,forecast,2020-10-13
Georgia,2020-09-21,91.21099281362032,forecast,2020-10-16
Hawaii,2020-09-21,99.40354824811726,forecast,2020-09-17
Idaho,2020-09-21,99.84724639098377,forecast,2020-09-11
Illinois,2020-09-21,97.32683562174199,forecast,2020-10-02
Indiana,2020-09-21,98.71379145989881,forecast,2020-09-24
Iowa,2020-09-21,94.4570864441058,forecast,2020-10-10
Kansas,2020-09-21,98.636934253808775,forecast,2020-09-25
Kentucky,2020-09-21,94.03101096588169,forecast,2020-10-11
Louisiana,2020-09-21,90.58291962684432,forecast,2020-10-17
Maine,2020-09-21,98.86735572889323,forecast,2020-09-23
Maryland,2020-09-21,96.94121537307167,forecast,2020-10-04
Massachusetts,2020-09-21,97.09180352950304,forecast,2020-10-03
Michigan,2020-09-21,96.16053369702328,forecast,2020-10-06
Minnesota,2020-09-21,98.10437068139541,forecast,2020-09-28
Mississippi,2020-09-21,90.94201808672108,forecast,2020-10-17
Missouri,2020-09-21,97.48303985259957,forecast,2020-10-02
Montana,2020-09-21,90.49365454924617,forecast,2020-10-17
Nebraska,2020-09-21,96.79002081582472,forecast,2020-10-04
Nevada,2020-09-21,95.75314658120746,forecast,2020-10-07
New Hampshire,2020-09-21,97.34035294009642,forecast,2020-10-02
New Jersey,2020-09-21,96.32023511809388,forecast,2020-10-06
New Mexico,2020-09-21,92.17086223472575,forecast,2020-10-15
New York,2020-09-21,96.23426028528517,forecast,2020-10-06
North Carolina,2020-09-21,92.51286821106491,forecast,2020-10-14
North Dakota,2020-09-21,96.95431663906702,forecast,2020-10-04
Ohio,2020-09-21,97.17695768236848,forecast,2020-10-03
Oklahoma,2020-09-21,94.37414978108866,forecast,2020-10-11
Oregon,2020-09-21,97.78737874216866,forecast,2020-09-30
Pennsylvania,2020-09-21,96.86242368799084,forecast,2020-10-04
Rhode Island,2020-09-21,96.86242368799084,forecast,2020-10-04
South Carolina,2020-09-21,91.02729993316244,forecast,2020-10-17
